owner,quantity,price
Rhoda McKinney,54,$217.01
Cole May,34,$9188.09
John Patrick,41,$42.90
Ruth Richards,50,$9457.77
Charlie Barnes,61,$1155.38
Calvin Cook,60,$1328.04
Jerry Christensen,32,$268.06
Jackson Garcia,25,$1200.79
Gregory Wade,33,$8778.36
Francisco Rhodes,52,$424.11
Dustin Kelly,32,$8535.19
Micheal Little,61,$4533.57
Irene Wade,30,$3531.07
Ollie Keller,49,$8477.36
Isaiah Ramsey,49,$4839.06
Tom White,49,$6803.01
Ryan Wilkins,46,$9727.00
Johnny Santiago,25,$2792.26
Sophie Warren,29,$9198.51
Larry Meyer,37,$760.76
Bobby Robinson,44,$9042.08
Mittie Hardy,40,$3890.32
Linnie Ray,49,$1080.82
Gregory Clark,27,$2939.56
Jonathan Hopkins,52,$4815.10
Daisy Guzman,28,$5806.89
Lida Swanson,64,$9659.59
Etta Patterson,55,$9775.20
Nell Wood,42,$8676.10
Billy McCormick,57,$4422.31
Wesley Sanders,56,$5059.56
Thomas McGuire,46,$8593.60
Lora Payne,48,$6295.44
Hettie Davis,65,$132.96
Eric Reed,65,$4739.11
Winnie Austin,45,$7938.34
Nettie Jensen,47,$5394.94
Curtis Perkins,65,$8648.02
Isaac Jones,62,$678.19
Ray Pearson,53,$7086.89
Olive Cohen,42,$8995.19
Ada Stevens,31,$6406.80
Willie Aguilar,62,$3830.06
Elijah Stokes,59,$2980.62
Cynthia Gordon,31,$4436.20
Claudia Harmon,31,$7065.28
Isabel Ferguson,41,$3843.27
Violet Bennett,21,$1921.39
Cordelia Ball,48,$6030.70
Nina Farmer,19,$870.41
Ola Burton,29,$8087.63
Hilda Fernandez,41,$156.12
Ora Schwartz,40,$540.27
Billy Diaz,52,$9243.75
Jonathan Perkins,21,$1466.76
Lydia Hamilton,19,$5158.04
Mildred Parsons,28,$2041.98
Matilda Barber,59,$2771.57
Duane Parsons,34,$4137.77
Landon Guzman,51,$1582.42
Leila Knight,45,$3275.23
Maggie Martinez,45,$6948.80
Rhoda Ramirez,31,$93.89
Derrick Holland,51,$9721.68
Fanny Graves,27,$8748.50
Cordelia Jenkins,32,$3395.67
Essie Hamilton,57,$9564.08
Tom Lindsey,46,$7645.82
Lydia Bryant,28,$9943.09
Beatrice Bridges,61,$7338.42
Garrett Alexander,34,$8642.40
Mollie Duncan,49,$1021.25
Bettie Walker,35,$5497.29
Elnora Berry,50,$1966.49
Cordelia Atkins,51,$2814.86
Lucinda Jones,56,$8924.14
Rachel Hubbard,62,$7566.81
Larry Daniels,54,$7720.53
Dustin Nichols,29,$9096.25
Tyler Bush,60,$9238.07
Jeffrey Blair,56,$6991.76
Estella Lloyd,62,$7342.82
Sue Singleton,47,$2094.65
Maggie Howell,38,$3384.35
Lou Steele,23,$3690.37
Laura Lawrence,18,$3061.50
Essie Rhodes,45,$9179.44
Gertrude Gray,61,$5290.28
Edgar May,35,$3180.24
Jordan Lopez,20,$50.46
Joseph Hale,33,$4662.32
Margaret Hamilton,53,$6202.76
Lewis Mitchell,36,$7611.06
Gary Kennedy,59,$1074.19
Justin Daniel,43,$2621.33
Maud Carter,21,$6478.47
Gavin Pearson,47,$7647.88
Austin Francis,60,$939.90
Joel Cook,28,$1621.41
Marian Allison,31,$2786.48
Lucinda Moran,44,$6383.89
Dean Bass,64,$4037.14
Harry Wilkins,29,$7418.85
Caroline Burns,33,$301.98
Jim Payne,18,$454.70
Gordon Bell,53,$8028.02
Lela Ruiz,45,$4523.50
Jason Oliver,27,$7730.78
Ophelia Rivera,65,$2351.54
Ethel McKenzie,61,$6726.82
Susan Christensen,39,$3541.46
Ann Peters,46,$5604.75
Mason Horton,49,$3561.50
Ida White,45,$3158.03
Ronnie Ford,44,$4701.06
Zachary Barton,42,$8728.17
Katherine Lamb,54,$6749.31
Howard Reese,36,$8781.09
Ryan Lewis,29,$4718.57
Dean Nash,48,$6763.89
Warren Powell,45,$4036.39
Nathan Larson,53,$8316.96
Helen Potter,51,$4924.13
Russell Baldwin,31,$3998.87
Kathryn Perry,28,$8917.10
Mollie Scott,34,$6160.28
Sally Kelley,59,$435.61
Martha Ingram,60,$6609.67
Micheal Horton,53,$5490.89
Lillie Padilla,24,$4587.23
Gilbert Bishop,56,$7801.72
Carl Olson,33,$8603.66
Catherine Howard,58,$1993.60
Bernice Boyd,61,$4342.61
Gene Rose,50,$3545.57
Ralph Morton,60,$7965.45
Mary Cannon,27,$6581.28
Gordon Dunn,37,$3903.84
Norman Collins,44,$3199.43
Billy Mills,38,$8521.66
Belle Dunn,40,$8133.24
Ellen Tyler,30,$9130.60
Sadie Collier,19,$6934.40
Alexander Parks,52,$6951.81
Johnny Watson,26,$6754.02
Delia Boone,52,$6694.97
Effie Schmidt,24,$7720.52
Isabella Gomez,26,$1876.91
Brian Henderson,57,$8309.81
Ophelia Rice,39,$5957.98
Addie Moreno,43,$7340.82
Hulda Watts,63,$3638.81
Derek Morrison,31,$5872.37
Douglas Adkins,65,$813.19
Randy Saunders,43,$3259.26
Craig Terry,31,$727.89
Isabel Hernandez,45,$9624.19
Nannie Summers,34,$6320.45
Rosetta McCormick,26,$1981.38
Ricardo Clayton,32,$7354.16
Jorge Curtis,42,$3448.74
Robert Fitzgerald,54,$9406.94
Owen Wong,33,$1193.01
Peter Guzman,23,$574.50
Pearl Osborne,42,$1775.90
Rose Greene,28,$5778.16
Isaiah Lawson,28,$8412.95
Adelaide Parks,55,$9493.24
Carolyn Elliott,52,$9797.00
Mina Ortega,40,$2881.54
Alan Sullivan,40,$2184.53
Sophie Porter,51,$7342.82
Lou Mann,27,$5491.36
Tillie Frazier,19,$9273.72
Louise Jefferson,22,$1076.72
Virginia Cole,57,$9355.17
Jeanette Mullins,21,$4243.28
Clifford Butler,58,$2003.20
Nettie Garner,63,$4460.47
Lura Wells,47,$5717.18
Abbie Bowman,21,$6391.86
Nathan Carr,58,$9392.46
Tony Estrada,50,$609.35
Derrick Arnold,28,$4708.14
Georgia Rose,44,$4454.47
Juan Cannon,24,$3887.06
Elva Jennings,34,$2423.78
Hilda Grant,37,$2031.46
Lillie Garcia,46,$3238.85
Nell Weber,52,$7932.28
Callie Bowman,24,$1270.71
Owen Webb,46,$7127.85
Nelle Sparks,58,$7180.56
William Gibbs,41,$9358.48
Lydia Tate,19,$6415.51
Brian Black,42,$5331.12
Jose Black,32,$7981.87
Ollie Stokes,64,$4272.75
Nina Malone,24,$7738.10
Tyler Carr,31,$4530.90
Lida Wilkerson,22,$5655.77
Jennie Hamilton,30,$5735.44
Lillian Garner,46,$6850.90
Francisco Rivera,60,$9823.09
Sue Alexander,27,$8168.42
Evan Fletcher,18,$418.89
Teresa McCarthy,29,$692.07
Eddie Wade,46,$5511.83
Duane McBride,64,$8420.28
Larry Cole,40,$916.13
Jesus Santos,20,$2035.56
Birdie Garcia,43,$1782.21
Genevieve Lewis,35,$3260.85
Patrick Huff,61,$5708.86
Randy Harvey,62,$6424.07
Myrtie Dunn,45,$7106.62
Sophie Summers,61,$2066.52
Genevieve Lane,32,$4311.20
Louise Ferguson,51,$1453.34
Margaret Owen,52,$4408.34
Kathryn Rowe,41,$7944.50
Carolyn Mills,24,$3366.74
Christopher Grant,64,$2731.85
Marcus Buchanan,38,$3507.34
Travis Day,53,$6688.67
Lelia Reyes,49,$1889.04
Chase Ryan,37,$9176.73
Alberta Washington,39,$9364.94
Don Walker,39,$7006.22
Derek Wilkerson,60,$4111.05
Cameron Kelly,60,$6076.57
Frederick Burns,52,$8522.55
Alfred Sanders,22,$7887.99
Genevieve Bridges,32,$4298.32
Stella Reynolds,47,$6474.61
Blake Fisher,30,$6952.05
Earl Clayton,47,$4876.51
Verna Alvarado,60,$2079.79
Charles Colon,65,$161.81
Max Oliver,54,$1744.17
Eula Hart,22,$6806.10
Genevieve Mack,47,$9587.72
Landon Tyler,58,$7719.45
Lou Holt,65,$4904.87
Jesus Lowe,19,$9259.04
Estelle Medina,59,$851.23
Warren Cook,60,$9117.51
Hester Bryan,20,$1449.16
Jeremy Myers,50,$3198.32
Duane Rice,48,$9560.37
Craig Walker,19,$9698.12
Harriet Henry,29,$6976.76
Alberta Cummings,52,$2671.53
Adele Douglas,29,$5358.05
Adam Fox,64,$7598.04
Willie Diaz,20,$2813.32
Belle Hammond,39,$628.73
Winifred Jackson,65,$4137.95
Dollie Garrett,60,$4697.20
Minerva Harrison,56,$208.86
Stella Norman,23,$231.44
Bess Ross,41,$940.58
Leila Hale,18,$4173.76
Katherine Hanson,39,$463.61
Dora Mann,65,$9121.70
Russell Francis,32,$3153.33
Alvin Fleming,38,$1345.93
Theodore Miller,43,$3561.21
Bill Lopez,35,$6777.86
Ina Craig,23,$9999.26
Roger Allen,51,$8270.80
Leona Quinn,25,$734.54
Louisa Pittman,58,$9649.98
Julia George,38,$8890.67
Juan Neal,39,$8384.66
Bradley Holland,42,$7477.48
Ann Hines,37,$721.49
Mabelle Dunn,29,$2212.18
Hattie Dunn,34,$9332.49
Jorge Harmon,63,$767.90
Minerva Blake,50,$1378.74
Ricky Bush,64,$6439.61
Edgar Page,42,$6328.79
Allie Miles,64,$2872.61
Martin Fox,38,$3809.04
Sophie Herrera,58,$6279.99
Antonio Carr,39,$8263.71
Alexander Harrison,49,$114.88
Henry Gibbs,24,$5457.50
Clara Nelson,61,$4453.46
Etta Ellis,64,$7727.86
Vera George,27,$6.93
Ronald Newton,23,$3388.12
Allie Joseph,48,$18.60
Verna Edwards,60,$1667.39
Adam Lindsey,33,$7197.40
Oscar Brewer,32,$3994.03
Chad Sherman,25,$6181.01
Leah Porter,29,$4635.22
Georgie Green,39,$5826.93
Tyler Cobb,36,$9761.82
Winifred Hammond,35,$6365.89
Mattie Aguilar,19,$6820.66
Sophie Lindsey,47,$8137.00
Harvey Walker,45,$9172.41
Hattie Lawrence,43,$4964.21
Matilda Garner,37,$3105.23
Hettie Parsons,22,$2763.53
Lilly Austin,38,$6490.54
Sally Stanley,45,$302.32
Jorge Ramsey,23,$2307.15
Leonard Palmer,44,$1088.67
Nina Spencer,53,$8640.94
Rosetta Rodriquez,39,$720.27
Vera Fuller,51,$4153.09
Betty Griffith,45,$4475.51
Jeffery Pena,37,$1704.68
Effie Smith,60,$9266.01
Lora Simmons,33,$2607.07
Verna Reyes,19,$6953.23
Norman Cummings,64,$719.55
Esther Hampton,21,$2982.98
Gertrude Morales,22,$1141.95
Bobby Ortega,41,$7147.33
Hulda Singleton,27,$4313.80
Alma Harrison,65,$7969.21
Margaret Watkins,31,$7112.71
Tommy Wagner,56,$7718.20
Virginia Hughes,51,$4371.26
Samuel Brown,61,$3783.91
Kate Mitchell,22,$4029.93
Ann Anderson,64,$9800.41
Bertha Gutierrez,60,$580.10
Steven Singleton,36,$466.65
Nelle Soto,64,$2921.92
Jose Gibbs,36,$6651.11
Adrian Hampton,33,$5281.62
Bill Mullins,37,$3014.73
Ida Fernandez,63,$1594.18
Martha Watson,31,$1550.41
Johanna Matthews,57,$1890.89
Mason Park,34,$5341.50
Dale Cunningham,34,$8595.23
Blanche Sutton,47,$6112.70
Anne Padilla,48,$3236.04
Dollie Carr,50,$2732.87
Jayden Logan,27,$2978.94
Carolyn Beck,32,$1471.08
Myra Sanchez,20,$296.55
Keith Hines,38,$5202.36
Jay Santos,32,$4068.29
Minnie Soto,36,$2313.87
Johnny Lopez,59,$5994.00
Carlos McCarthy,31,$8007.91
Gerald Howard,27,$1915.39
Violet Terry,35,$8366.17
Violet Boyd,42,$2687.79
Isaac Blake,20,$6312.23
Leon Briggs,50,$6726.99
Beulah Caldwell,25,$9733.72
Francis Becker,43,$8261.81
Laura Watson,65,$2945.46
Etta McCoy,54,$6206.57
Roger Bridges,63,$6557.87
Ida Jefferson,46,$2777.22
Alberta Martin,30,$8684.32
Brett Adams,58,$4615.66
Warren Wilkins,31,$5151.32
Isabel Manning,18,$508.38
Eliza Brewer,38,$6681.90
Jeffrey Lambert,39,$7673.94
Bernard Graves,40,$671.98
Jared Gomez,59,$3451.25
Allie Brooks,59,$2450.37
Mildred Wells,47,$3496.54
Nora Turner,52,$3793.14
Kyle Yates,55,$5798.81
George Saunders,35,$7030.67
Lucinda Park,33,$8190.86
Donald Garner,31,$9743.57
Lora Russell,30,$2119.10
Rose Williams,24,$8209.89
Rose Bridges,18,$1059.17
Charles Cunningham,18,$6851.64
Jeff Walters,56,$7201.53
Cole Davis,25,$2818.25
Blanche Gibson,38,$6553.11
Jim Fowler,59,$4338.54
Teresa Woods,55,$622.32
Russell Craig,25,$1501.69
Robert Castro,42,$7733.01
Elijah Hudson,25,$169.70
Loretta Hoffman,61,$4368.72
Tillie Swanson,36,$4258.17
Nellie Patton,27,$4521.20
Delia Patton,22,$9363.10
Bobby McGee,24,$4852.21
Wesley Francis,40,$5050.48
Warren Newman,46,$8077.78
Gabriel Newman,64,$6052.74
Alma Clarke,65,$5644.14
Dora Casey,25,$2475.56
David Knight,19,$6757.71
Billy Burke,25,$4263.07
Lizzie Mendoza,44,$9118.35
Mattie Nunez,51,$8950.20
Helena Wise,24,$8301.10
Georgia Gonzalez,60,$7627.32
John Malone,51,$4787.38
Frances Rose,21,$9477.61
Clayton Ross,29,$9946.33
Ella Craig,45,$9361.67
Lucinda Valdez,64,$3588.04
Gussie Berry,64,$7881.66
Adele Hayes,19,$6086.29
Jesus Armstrong,24,$6134.32
Hilda Phelps,43,$1435.14
Adrian Townsend,22,$3617.56
Lina Dixon,40,$1976.68
Ian Bass,20,$7972.57
Gary Santos,41,$4724.71
Trevor Powell,52,$5499.05
Lottie Goodman,49,$161.73
Effie Cunningham,25,$4257.15
Matilda Cobb,21,$7732.90
Tillie Schultz,58,$588.17
Blake Norman,51,$417.23
James Harrison,31,$6812.56
Garrett Bishop,28,$9465.36
Jeanette Hudson,64,$4136.30
Leila Norris,53,$1826.75
Della Day,51,$3199.28
Marie Wade,39,$6185.48
Isabelle Hopkins,65,$8718.74
Nora Black,35,$7572.43
Estella Wells,27,$9608.25
Olga Malone,40,$7937.26
Louis Pope,38,$2503.83
Winnie Clarke,44,$8148.71
Dollie Bowers,36,$4154.44
Katherine Grant,24,$8409.87
Bruce Bates,39,$3411.82
Barbara George,21,$7582.74
Clara Willis,35,$2008.27
Floyd Cortez,56,$2166.23
Martin Nelson,39,$8286.92
Cecelia Cummings,26,$6266.65
Hunter Gutierrez,59,$1817.23
Rosalie Garner,56,$9680.60
Ivan Morales,52,$9228.13
Matilda Montgomery,53,$4421.58
Ryan Byrd,22,$7468.45
Anthony Munoz,37,$2181.08
Mike Chavez,27,$7805.66
Jesse Clark,41,$7976.78
Jeff Bush,21,$9441.48
Theresa Sanchez,54,$7099.03
Derrick Perry,54,$9722.82
Billy Simmons,20,$5167.97
Cecelia Yates,60,$1458.58
Aaron Coleman,32,$1838.44
Lelia Freeman,47,$9865.74
Matthew Gonzalez,57,$2331.87
Adam Mann,24,$8418.83
Lucy Ball,42,$8270.35
Melvin Price,61,$2995.33
Brian Wilkins,30,$7801.41
Mamie Saunders,53,$1650.75
Leah Roberts,40,$3777.07
Sara Christensen,29,$6436.19
Martha Byrd,20,$7189.99
Clarence Valdez,41,$1299.20
Martin Lowe,23,$2597.24
Ray Dennis,24,$8358.22
Clayton Cox,48,$5202.37
Catherine Harmon,34,$2941.08
Winnie Doyle,53,$3714.41
Claudia Jimenez,25,$1775.40
Julian Fox,53,$1414.90
Harriet Perkins,24,$9529.00
Gordon Nelson,47,$6846.93
Margaret Ryan,47,$9228.82
Christopher Webb,59,$7290.94
Jorge Barnett,44,$4643.84
Katie Oliver,32,$7918.66
Flora Pena,35,$8421.17
Lettie Gonzales,31,$5087.04
Ada Rose,64,$6357.98
Mathilda Sparks,21,$7740.53
Vernon Dennis,38,$4169.26
Jose Pena,65,$6631.15
May Gomez,37,$4080.95
Pearl Byrd,61,$2547.09
Todd Vega,38,$2474.35
Barry McLaughlin,57,$4235.63
Ray Shelton,21,$611.21
Richard Cannon,35,$3750.58
Marvin Pratt,47,$8619.48
Carlos Soto,59,$4398.39
Martin Harvey,21,$6787.15
Ida Wright,37,$7088.99
Cynthia Figueroa,62,$6789.25
Lewis Russell,56,$860.31
Cory Ellis,56,$1327.92
Elsie Christensen,47,$8642.65
May Walsh,51,$495.73
Loretta Lamb,51,$2669.14
Elmer Clark,47,$5982.85
Fanny Rowe,63,$4094.96
Esther Wheeler,59,$3559.09
Victoria Sullivan,48,$431.02
Lucinda Reese,54,$2171.82
Betty Reid,58,$1899.81
Darrell Mendez,28,$7040.84
Shane Olson,18,$3612.10
Jon Patterson,48,$2052.07
Adam Harris,41,$9376.13
Eunice Banks,34,$2052.42
Carrie Pratt,29,$1280.87
Scott Mills,65,$7777.31
Caleb Day,28,$9374.13
Jennie Poole,54,$2899.82
Brett Kim,35,$2651.06
Lucile Saunders,30,$7776.20
Rodney Banks,29,$4958.48
Lina Lambert,48,$5378.42
Marie Reese,27,$8150.81
Bradley McKenzie,44,$1533.80
Terry Coleman,26,$9761.42
Lela Leonard,43,$632.72
Elmer Cummings,43,$3249.42
Logan Berry,43,$7131.48
Rosalie Peterson,55,$3822.34
Sadie Banks,60,$2312.53
Ricky Gross,46,$5655.63
Emma Robertson,25,$8643.41
Alexander Moreno,28,$9230.00
Barbara Wood,52,$1677.45
Mildred McCoy,49,$7263.39
Leo Clark,22,$1794.03
Cora Henry,64,$8458.81
Luella Fleming,52,$1483.83
Dale Clark,23,$384.78
Blanche Schmidt,32,$7774.46
Belle Clark,60,$2096.32
Henrietta Cruz,36,$8684.52
Mamie Hansen,20,$7365.54
Benjamin Moran,51,$1200.40
Michael Russell,37,$8198.56
Mathilda Drake,56,$2851.35
Luella Abbott,53,$3792.53
Virgie Fleming,60,$6423.01
Andrew Martinez,59,$8861.39
Loretta Hale,18,$6810.69
Lloyd Potter,62,$2861.10
Esther Copeland,21,$4103.99
Adelaide Jensen,37,$269.98
Leona Rose,28,$595.46
Nathaniel Martin,22,$2931.14
Flora Casey,48,$4990.57
Linnie Aguilar,41,$6353.34
Ora Burton,25,$1871.31
Andre Chavez,43,$9503.17
Charlotte Wallace,41,$3150.26
Inez Lewis,65,$1936.85
Mike Norris,26,$9537.64
Benjamin Bell,51,$2767.35
Mina Reynolds,41,$546.59
Nathan Nunez,56,$328.81
Etta Patrick,63,$1572.05
Stanley Aguilar,34,$9868.19
Ivan Reeves,46,$2868.47
Barbara Soto,37,$5636.83
Mark Maldonado,54,$7026.79
Micheal Young,56,$9262.89
Ricky Gilbert,30,$9263.59
Louis Martin,39,$5898.15
Travis Anderson,62,$4721.88
Shawn Norris,42,$4691.75
Isaac Romero,18,$8230.98
Theresa Wade,27,$2352.79
Charlotte Pope,18,$8037.91
Michael Carroll,21,$3930.40
Clyde Rose,56,$6816.70
Carolyn Tran,35,$2344.65
Mable Lawson,58,$5685.57
Maud Henderson,61,$3641.46
Owen Love,28,$3313.25
Terry Lopez,57,$2822.72
Nina Hopkins,43,$1878.41
Chris Franklin,38,$7325.04
Rebecca Tate,36,$5704.22
Marie Wilkerson,40,$6513.77
Harriet Rios,36,$4575.23
Harold Bowers,19,$616.02
Nell Norris,25,$9428.27
Virginia Sparks,45,$1251.82
Gabriel Chandler,62,$7769.33
Carl Bryant,24,$4661.43
Maude Massey,34,$6409.34
Mittie Alvarez,49,$6323.55
Dustin Roy,44,$1963.51
Bess Turner,51,$7537.48
Danny Mann,60,$3188.65
Lillie Glover,28,$1940.05
Cameron Copeland,33,$1536.97
Jon Woods,58,$9288.01
Warren Rose,32,$7208.97
Donald Schneider,58,$4621.78
Elijah Watts,50,$5718.03
Charles Simpson,37,$1444.82
Susie Dean,34,$9779.94
Lucille Phillips,56,$2251.21
Lucas Sims,37,$7357.17
Loretta Osborne,37,$7737.43
Sophia Aguilar,40,$724.33
Annie Andrews,43,$5197.67
Cynthia Lewis,18,$8592.72
Sue Guerrero,49,$4970.02
Marian Warner,41,$5119.94
Vera Cobb,36,$1582.58
Edgar Alvarado,58,$8818.06
Sylvia Morales,55,$4938.31
Patrick Estrada,65,$9711.49
Mary Christensen,22,$8380.37
Leo Hayes,62,$1213.58
Jon Moody,51,$7714.45
Scott Saunders,24,$9289.69
Isabelle Thomas,54,$8983.45
Jim Schneider,56,$3599.13
Joel Alexander,53,$5212.21
Rachel Green,29,$9076.25
Tom Hampton,25,$6145.59
Brian Malone,47,$3842.06
Nell Aguilar,60,$6285.16
Floyd Lawson,48,$6165.49
Eugenia Bates,57,$9836.40
Iva Gregory,48,$2862.23
Owen Stewart,31,$9918.84
Jay McGuire,43,$6124.49
Walter Flores,45,$4835.03
Rena Houston,59,$8601.46
Emma Phelps,42,$7456.79
Jennie Obrien,62,$9813.37
Ophelia Rose,33,$5733.43
Miguel Gibbs,32,$4787.14
Josephine Silva,47,$522.58
Sophia Morgan,42,$4416.41
Leila Blake,41,$5242.51
Jesse Barrett,35,$9581.33
Kyle Dean,53,$9953.33
Lucile Carroll,26,$1025.94
Manuel Fleming,30,$1272.05
Edwin Foster,26,$8524.02
Mildred Morrison,63,$758.72
Danny Greene,41,$5769.57
Derek Coleman,56,$5415.78
Lenora Phillips,65,$1085.99
Luella Sanders,59,$6818.07
Vernon Ramirez,18,$5862.43
Victoria Wilkins,46,$3208.84
Landon Robbins,37,$419.93
Gene Bridges,19,$4844.69
Zachary Wagner,27,$9868.03
Eric Fuller,55,$2171.36
Marvin Williamson,62,$7511.37
Stephen Bass,57,$5169.60
Alice Flores,59,$6653.50
Harold Curtis,30,$7927.71
Dean Cohen,44,$485.33
Dora Gray,28,$7499.23
Grace Ellis,28,$1754.40
Phillip Hart,27,$7035.78
Andre Stanley,23,$8196.32
Eleanor Schultz,31,$8745.87
Carolyn Bradley,20,$1416.41
Jennie Collins,63,$9023.19
Winifred Stevens,33,$4510.98
Bess Love,64,$8429.87
Wayne Reed,43,$7872.88
Wayne Christensen,22,$5307.11
Catherine Elliott,38,$5811.81
Marc Thomas,61,$4744.09
Katherine Reese,39,$22.75
Lucile Wood,61,$101.17
Leah Farmer,24,$6022.15
Glenn Santos,56,$7482.40
Ethan Robbins,29,$6408.94
Theodore Romero,64,$4043.16
Jacob Mann,62,$7788.45
Christian Vega,50,$4206.20
Lelia Richards,28,$223.98
Corey Murray,49,$6052.91
Allen Taylor,35,$308.96
Beatrice Torres,33,$5169.95
Bruce Greer,65,$9437.13
Alejandro Flores,63,$8377.54
Gene Nelson,35,$5658.49
Matilda Lane,32,$717.00
Willie Harrington,43,$3759.17
Myrtie Cannon,20,$4699.85
Austin Miller,65,$8469.99
Stanley Terry,45,$38.03
Sue Myers,56,$7412.38
Lillie Jefferson,22,$5165.75
Lester Hanson,25,$7109.94
Jesus Clarke,34,$4064.09
Nancy Gill,26,$4331.84
Cecelia Arnold,61,$1923.83
Theresa Spencer,19,$5907.64
Dylan Hardy,37,$3878.67
Myra Scott,20,$6324.45
Kate Marsh,23,$4711.79
Benjamin Wood,39,$828.83
Lelia Ellis,44,$4696.62
Ernest Peterson,41,$5755.13
Nathan Sandoval,57,$8488.50
Maria McLaughlin,53,$455.60
Tillie Griffith,44,$4281.60
Marion Carpenter,49,$7765.98
Louise Neal,42,$9673.24
Alejandro Davidson,19,$1482.56
Dora Webb,63,$7035.40
Erik Goodwin,21,$7105.51
Elijah Wells,49,$169.28
Linnie Ryan,43,$2686.23
Mildred Chapman,33,$3148.53
Craig Buchanan,56,$2059.37
Ann Morris,53,$7154.28
Minerva Newman,63,$4847.66
Cordelia Pratt,55,$4723.82
Ethel Estrada,60,$7570.09
Brent Sanders,39,$8095.19
Lottie Reyes,56,$6343.18
Olga Holt,52,$4419.80
Troy Briggs,63,$9842.50
Duane Joseph,34,$2369.85
Lee Little,48,$4878.82
Bernard Rhodes,52,$9585.84
Travis Allison,61,$6404.79
Catherine Maldonado,27,$9463.29
Owen Rice,26,$4447.72
Eugene Howell,62,$9425.39
Iva Robinson,41,$8961.23
Harriett Johnson,36,$1389.79
Lola Pearson,42,$6218.80
Caroline Herrera,33,$9998.60
Jim Waters,36,$377.70
Mitchell Bennett,54,$2847.10
Sallie Manning,46,$2873.16
Robert Higgins,33,$4288.95
Jennie Lucas,36,$2806.89
Eunice Barber,36,$391.83
Tommy Howard,22,$4653.16
Nannie Alexander,61,$7009.84
Austin Ball,62,$8701.08
Evan Phillips,53,$554.31
Roxie Ball,44,$4927.70
Roger Patrick,46,$4413.95
Lida Armstrong,46,$1629.76
Leona Harrington,27,$5727.31
Steven Adams,57,$3999.78
Addie Maxwell,22,$2156.33
Oscar Jordan,19,$6130.25
Grace Thompson,53,$970.56
Sophia Brown,65,$1222.26
Rosalie Ferguson,23,$4232.32
Mario Andrews,37,$31.13
Milton Gibbs,28,$7653.82
Clifford Holloway,31,$2968.53
Herbert Ramirez,59,$3100.01
Martin Cannon,31,$4823.95
Elva Casey,31,$8186.50
Sue Simpson,23,$1926.46
Ernest Doyle,39,$3830.57
Marie Potter,45,$7975.63
Amelia Guzman,45,$3435.93
Ivan Peters,57,$4200.73
Randall Hopkins,19,$6469.78
Mina Schwartz,40,$4914.61
Catherine Diaz,18,$5006.02
Gertrude Hamilton,27,$8895.30
Ola Schwartz,26,$3485.05
Miguel Ruiz,36,$6578.49
Jason Pearson,31,$2975.95
Brent Ramsey,63,$3371.20
Ivan Sandoval,20,$649.77
Helena Hoffman,65,$8983.41
Myrtle Jordan,29,$8982.13
Willie Schneider,65,$2886.22
Seth Cruz,52,$9614.34
Henry Gonzalez,54,$7160.69
Sadie Stone,37,$1437.32
Theresa Burgess,55,$9021.17
Jeanette Roberson,46,$6173.25
Lois Brewer,51,$3292.86
Allie Delgado,63,$4193.47
Jerome Munoz,33,$8014.02
Norman Hicks,62,$1992.76
Delia Mann,39,$3174.23
Nicholas Wheeler,60,$5064.49
Julia Stevenson,32,$9816.91
Gavin Banks,31,$2439.27
Todd Barber,24,$2758.86
Barry Obrien,50,$4541.01
Bryan Burke,18,$279.30
Andrew Henderson,40,$2977.84
Charlie James,24,$5484.05
Anthony Blair,19,$7768.28
Jeffrey Hamilton,39,$9883.04
Adele Ross,64,$6328.92
Ethan McDaniel,62,$352.92
Effie Zimmerman,30,$1061.69
Sophie French,39,$5334.66
Bryan Lynch,30,$9567.30
Harriet Doyle,58,$6882.58
Ella Holloway,30,$6307.50
Jesse Wagner,43,$7091.91
Cory Cox,54,$4636.55
Herman Chambers,44,$9571.41
Ivan McBride,29,$7822.57
Ina Campbell,57,$8231.51
Vernon Morgan,35,$4621.93
Brent Wagner,22,$3961.93
Frances Pearson,28,$5417.43
Elsie Curtis,44,$7343.61
Tommy Luna,58,$7662.06
Peter McDaniel,57,$3998.77
Eugenia Patrick,44,$4931.32
Evelyn Matthews,29,$873.74
Janie Webb,37,$797.98
Helena Robbins,45,$946.17
Allen Hunt,19,$7985.54
Luella Harris,42,$9177.93
Hallie Abbott,34,$9048.34
Herman Bates,35,$4676.00
Beatrice Stevens,19,$25.44
Hester Flores,44,$3005.09
Susie Graves,31,$9435.88
Harold Boone,65,$8904.20
Daniel Abbott,48,$3954.91
Roy Clarke,45,$4386.62
Tommy Houston,19,$6241.58
Gene Torres,52,$8930.97
Johnny Figueroa,22,$8173.29
Dennis Hoffman,56,$1555.06
Cole Wallace,64,$6109.55
Joel Hernandez,26,$511.36
Luis Jimenez,24,$6168.11
Russell Lyons,65,$51.91
Beulah Maldonado,27,$7819.01
Jonathan Wilkins,21,$6023.32
Connor Jefferson,58,$5442.96
Bertie Stewart,52,$7971.35
Earl Flowers,49,$8709.17
Luis Harrison,59,$7147.24
Raymond Massey,41,$3905.65
Melvin Flowers,44,$2308.62
Daisy Pope,24,$3672.82
Terry Grant,27,$6318.30
James Waters,51,$1417.41
Landon McCarthy,59,$8019.52
